,municipio,unnamed: 0,ph,n,mo,k,ca,mg,na,al,cic,p,fe,mn,zn,cu,s,b,ar,l,a,clasificacion,Rangos ph,Rangos n,Rangos mo,Rangos k,Rangos ca,Rangos mg,Rangos na,Rangos al,Rangos cic,Rangos p,Rangos fe,Rangos mn,Rangos zn,Rangos cu,Rangos s,Rangos b,Rangos ar,Rangos l,Rangos a,muestras
120,SAMANÁ,26733.2875,4.89125,0.43899999999999995,11.411249999999999,0.10624999999999998,0.47487500000000005,0.18375000000000002,0.03050000000000001,1.1237500000000002,23.0375,7.225,210.3625,20.35,2.634999999999999,1.9912499999999997,14.844999999999999,0.19412499999999994,24.3625,28.2625,47.3625,3.15,"(4.499, 5.0]  56    (5.0, 5.5]   20    (5.5, 6.0]    0","(0.199, 0.3]  13    (0.3, 0.4]   24    (0.4, 0.5]   18","(4.999, 10.0]  35    (10.0, 15.0]   23    (15.0, 20.0]   19","(0.199, 0.4]  3    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  2    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  2    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  64    (0.04, 0.06]   7    (0.06, 0.08]   2","(0.399, 0.8]  28    (0.8, 1.2]   22    (1.2, 1.6]   13","(9.999, 15.0]   9    (15.0, 20.0]   26    (20.0, 25.0]   16","(6.999, 14.0]  49    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  20    (140.0, 210.0]   28    (210.0, 280.0]   19","(19.999, 40.0]  13    (40.0, 60.0]    9    (60.0, 80.0]    2","(2.999, 6.0]  11    (6.0, 9.0]    5    (9.0, 12.0]   3","(2.999, 6.0]  16    (6.0, 9.0]    1    (9.0, 12.0]   0","(4.999, 10.0]  18    (10.0, 15.0]   18    (15.0, 20.0]   8","(0.149, 0.3]  40    (0.3, 0.45]   6    (0.45, 0.6]   3","(6.999, 14.0]  15    (14.0, 21.0]   14    (21.0, 28.0]   21","(19.999, 25.0]  20    (25.0, 30.0]   26    (30.0, 35.0]   17","(29.999, 40.0]  16    (40.0, 50.0]   33    (50.0, 60.0]   27",25
121,SAN FRANCISCO,5301.571428571428,4.614285714285715,0.3061904761904762,7.323809523809523,0.16952380952380952,0.7285714285714285,0.2138095238095238,0.04333333333333335,1.4333333333333333,19.80952380952381,3.5238095238095237,280.95238095238096,27.857142857142858,4.214285714285714,5.204761904761906,12.18095238095238,0.2866666666666666,49.95238095238095,19.38095238095238,30.428571428571427,3.2857142857142856,"(4.499, 5.0]  16    (5.0, 5.5]    1    (5.5, 6.0]    0","(0.199, 0.3]  12    (0.3, 0.4]    4    (0.4, 0.5]    3","(4.999, 10.0]  13    (10.0, 15.0]   3    (15.0, 20.0]   1","(0.199, 0.4]  8    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  3    (3.0, 5.0]   0    (5.0, 6.0]   0","Series([], )","(0.019, 0.04]  14    (0.04, 0.06]   4    (0.06, 0.08]   0","(0.399, 0.8]  5    (0.8, 1.2]   5    (1.2, 1.6]   1","(9.999, 15.0]  5    (15.0, 20.0]   9    (20.0, 25.0]   3","Series([], )","(69.999, 140.0]  3    (140.0, 210.0]   4    (210.0, 280.0]   5","(19.999, 40.0]  7    (40.0, 60.0]   2    (60.0, 80.0]   0","(2.999, 6.0]  9    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  13    (6.0, 9.0]    3    (9.0, 12.0]   2","(4.999, 10.0]  6    (10.0, 15.0]   3    (15.0, 20.0]   4","(0.149, 0.3]  12    (0.3, 0.45]   9    (0.45, 0.6]   0","(6.999, 14.0]  2    (14.0, 21.0]   1    (21.0, 28.0]   3","(19.999, 25.0]  4    (25.0, 30.0]   3    (30.0, 35.0]   2","(29.999, 40.0]  3    (40.0, 50.0]   3    (50.0, 60.0]   2",80
122,SAN JOSÉ,21799.076923076922,5.253846153846154,0.35384615384615387,8.661538461538463,0.31923076923076926,6.618461538461539,2.772307692307692,0.05384615384615385,0.5769230769230769,24.692307692307693,4.461538461538462,219.07692307692307,59.07692307692308,3.7307692307692304,7.746153846153846,21.630769230769236,0.46307692307692305,26.615384615384617,29.46153846153846,44.0,3.4615384615384617,"(4.499, 5.0]  4    (5.0, 5.5]   7    (5.5, 6.0]   2","(0.199, 0.3]  3    (0.3, 0.4]   5    (0.4, 0.5]   3","(4.999, 10.0]  7    (10.0, 15.0]   4    (15.0, 20.0]   0","(0.199, 0.4]  6    (0.4, 0.6]   0    (0.6, 0.8]   3","(1.499, 3.0]  2    (3.0, 5.0]   0    (5.0, 6.0]   2","(0.599, 1.2]  0    (1.2, 1.8]   2    (1.8, 2.4]   1","(0.019, 0.04]  5    (0.04, 0.06]   3    (0.06, 0.08]   4","(0.399, 0.8]  3    (0.8, 1.2]   3    (1.2, 1.6]   1","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   7","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  2    (140.0, 210.0]   6    (210.0, 280.0]   2","(19.999, 40.0]  2    (40.0, 60.0]   3    (60.0, 80.0]   2","(2.999, 6.0]  7    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   5    (9.0, 12.0]   1","(4.999, 10.0]  2    (10.0, 15.0]   2    (15.0, 20.0]   1","(0.149, 0.3]  4    (0.3, 0.45]   4    (0.45, 0.6]   3","(6.999, 14.0]  1    (14.0, 21.0]   4    (21.0, 28.0]   3","(19.999, 25.0]  4    (25.0, 30.0]   5    (30.0, 35.0]   3","(29.999, 40.0]  1    (40.0, 50.0]   7    (50.0, 60.0]   3",21
123,SAN PEDRO,12807.5,4.949999999999999,0.32499999999999996,7.75,0.625,2.62,0.85,0.025,1.5,20.0,10.0,227.0,20.5,6.050000000000001,5.45,25.75,0.315,28.0,23.5,49.0,4.0,"(4.499, 5.0]  1    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   1    (0.4, 0.5]   0","(4.999, 10.0]  2    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  0    (0.4, 0.6]   0    (0.6, 0.8]   2","(1.499, 3.0]  1    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  2    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  2    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   1    (20.0, 25.0]   1","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   1    (9.0, 12.0]   0","(4.999, 10.0]  0    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.149, 0.3]  1    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","(19.999, 25.0]  1    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   1    (50.0, 60.0]   1",13
124,SANTA BÁRBARA,108.0,5.2,0.34,8.2,0.45,2.7,0.72,0.02,0.7000000000000001,13.0,1.0,231.0,15.0,4.0,3.0,0.7000000000000001,0.11,54.0,23.0,23.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  0    (0.3, 0.4]   1    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  0    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  1    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  1    (0.8, 1.2]   0    (1.2, 1.6]   0","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","Series([], )","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","Series([], )","Series([], )","(19.999, 25.0]  1    (25.0, 30.0]   0    (30.0, 35.0]   0","Series([], )",2
125,SANTA ROSA DE CABAL,16605.430379746835,5.3810126582278475,0.3983544303797468,9.925316455696205,0.17683544303797466,2.0973417721518985,0.5567088607594937,0.048227848101265805,0.46582278481012646,20.10126582278481,10.69620253164557,204.46835443037975,17.962025316455698,7.105063291139241,6.651898734177217,8.335443037974683,0.2546835443037974,20.164556962025316,28.341772151898734,51.49367088607595,3.6455696202531644,"(4.499, 5.0]  16    (5.0, 5.5]   40    (5.5, 6.0]   21","(0.199, 0.3]   9    (0.3, 0.4]   28    (0.4, 0.5]   32","(4.999, 10.0]  36    (10.0, 15.0]   40    (15.0, 20.0]   1","(0.199, 0.4]  24    (0.4, 0.6]    3    (0.6, 0.8]    0","(1.499, 3.0]  23    (3.0, 5.0]   11    (5.0, 6.0]    3","(0.599, 1.2]  12    (1.2, 1.8]    7    (1.8, 2.4]    3","(0.019, 0.04]  42    (0.04, 0.06]   24    (0.06, 0.08]   3","(0.399, 0.8]  43    (0.8, 1.2]    8    (1.2, 1.6]    0","(9.999, 15.0]   8    (15.0, 20.0]   33    (20.0, 25.0]   32","(6.999, 14.0]  37    (14.0, 21.0]   7    (21.0, 28.0]   1","(69.999, 140.0]  15    (140.0, 210.0]   37    (210.0, 280.0]   10","(19.999, 40.0]  15    (40.0, 60.0]    8    (60.0, 80.0]    0","(2.999, 6.0]  30    (6.0, 9.0]   21    (9.0, 12.0]   16","(2.999, 6.0]  32    (6.0, 9.0]   25    (9.0, 12.0]   11","(4.999, 10.0]  36    (10.0, 15.0]   15    (15.0, 20.0]   6","(0.149, 0.3]  39    (0.3, 0.45]   22    (0.45, 0.6]   3","(6.999, 14.0]   4    (14.0, 21.0]   60    (21.0, 28.0]   10","(19.999, 25.0]  16    (25.0, 30.0]   43    (30.0, 35.0]   16","(29.999, 40.0]   3    (40.0, 50.0]   24    (50.0, 60.0]   49",1
126,SANTA ROSA DE OSOS,28526.014084507042,5.557746478873239,0.2098591549295775,4.626760563380283,0.39098591549295797,11.475774647887325,3.611830985915493,0.13028169014084504,0.41408450704225425,19.985915492957748,19.91549295774648,235.30985915492957,58.859154929577464,4.690140845070423,4.516901408450705,10.554929577464787,0.42140845070422533,39.901408450704224,33.943661971830984,26.140845070422536,3.732394366197183,"(4.499, 5.0]  10    (5.0, 5.5]   14    (5.5, 6.0]   24","(0.199, 0.3]  32    (0.3, 0.4]    6    (0.4, 0.5]    1","(4.999, 10.0]  23    (10.0, 15.0]   1    (15.0, 20.0]   0","(0.199, 0.4]  23    (0.4, 0.6]    9    (0.6, 0.8]   14","(1.499, 3.0]  5    (3.0, 5.0]   6    (5.0, 6.0]   2","(0.599, 1.2]  9    (1.2, 1.8]   3    (1.8, 2.4]   6","(0.019, 0.04]  15    (0.04, 0.06]   5    (0.06, 0.08]   5","(0.399, 0.8]  6    (0.8, 1.2]   1    (1.2, 1.6]   3","(9.999, 15.0]  20    (15.0, 20.0]   18    (20.0, 25.0]   13","(6.999, 14.0]  18    (14.0, 21.0]   8    (21.0, 28.0]   2","(69.999, 140.0]  15    (140.0, 210.0]   13    (210.0, 280.0]   22","(19.999, 40.0]  24    (40.0, 60.0]   12    (60.0, 80.0]    6","(2.999, 6.0]  28    (6.0, 9.0]   12    (9.0, 12.0]   6","(2.999, 6.0]  16    (6.0, 9.0]   19    (9.0, 12.0]   3","(4.999, 10.0]  21    (10.0, 15.0]   12    (15.0, 20.0]   9","(0.149, 0.3]  15    (0.3, 0.45]   22    (0.45, 0.6]   22","(6.999, 14.0]   1    (14.0, 21.0]   4    (21.0, 28.0]   10","(19.999, 25.0]   8    (25.0, 30.0]   12    (30.0, 35.0]   20","(29.999, 40.0]  17    (40.0, 50.0]    7    (50.0, 60.0]    2",79
127,SANTA ROSA DEL SUR,12099.0,5.1,0.2,4.3,0.27,4.35,1.86,0.02,0.3,13.0,2.0,262.0,79.0,1.7,3.8,5.0,0.24,49.0,28.0,23.0,3.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","Series([], )","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   0","(1.499, 3.0]  0    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  0    (1.2, 1.8]   0    (1.8, 2.4]   1","(0.019, 0.04]  1    (0.04, 0.06]   0    (0.06, 0.08]   0","Series([], )","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","Series([], )","(69.999, 140.0]  0    (140.0, 210.0]   0    (210.0, 280.0]   1","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   1","Series([], )","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  0    (25.0, 30.0]   1    (30.0, 35.0]   0","Series([], )",71
128,SANTUARIO,41006.46153846154,5.323076923076924,0.3746153846153847,9.246153846153844,0.5023076923076923,5.974615384615384,1.6684615384615382,0.037692307692307685,0.36153846153846153,25.307692307692307,10.846153846153847,271.46153846153845,50.46153846153846,6.253846153846154,3.923076923076923,8.407692307692308,0.51,23.46153846153846,33.38461538461539,43.23076923076923,3.3076923076923075,"(4.499, 5.0]  2    (5.0, 5.5]   7    (5.5, 6.0]   4","(0.199, 0.3]  4    (0.3, 0.4]   5    (0.4, 0.5]   2","(4.999, 10.0]  9    (10.0, 15.0]   4    (15.0, 20.0]   0","(0.199, 0.4]  6    (0.4, 0.6]   2    (0.6, 0.8]   5","(1.499, 3.0]  1    (3.0, 5.0]   3    (5.0, 6.0]   1","(0.599, 1.2]  1    (1.2, 1.8]   3    (1.8, 2.4]   6","(0.019, 0.04]  9    (0.04, 0.06]   3    (0.06, 0.08]   1","(0.399, 0.8]  3    (0.8, 1.2]   0    (1.2, 1.6]   1","(9.999, 15.0]  0    (15.0, 20.0]   4    (20.0, 25.0]   2","(6.999, 14.0]  5    (14.0, 21.0]   0    (21.0, 28.0]   1","(69.999, 140.0]  2    (140.0, 210.0]   1    (210.0, 280.0]   4","(19.999, 40.0]  4    (40.0, 60.0]   5    (60.0, 80.0]   1","(2.999, 6.0]  3    (6.0, 9.0]   5    (9.0, 12.0]   3","(2.999, 6.0]  6    (6.0, 9.0]   2    (9.0, 12.0]   0","(4.999, 10.0]  9    (10.0, 15.0]   3    (15.0, 20.0]   0","(0.149, 0.3]  3    (0.3, 0.45]   2    (0.45, 0.6]   4","(6.999, 14.0]  3    (14.0, 21.0]   3    (21.0, 28.0]   2","(19.999, 25.0]  3    (25.0, 30.0]   4    (30.0, 35.0]   1","(29.999, 40.0]   3    (40.0, 50.0]   10    (50.0, 60.0]    0",1
129,SARAVENA,11838.5,4.9,0.135,2.65,0.095,1.905,1.0250000000000001,0.03,1.5999999999999999,8.5,12.5,366.0,68.5,4.15,3.8499999999999996,11.1,0.195,30.0,50.0,20.0,7.5,"(4.499, 5.0]  1    (5.0, 5.5]   1    (5.5, 6.0]   0","Series([], )","Series([], )","Series([], )","(1.499, 3.0]  2    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  2    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  2    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  0    (0.8, 1.2]   1    (1.2, 1.6]   0","(9.999, 15.0]  1    (15.0, 20.0]   0    (20.0, 25.0]   0","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   1","Series([], )","(19.999, 40.0]  0    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  2    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  0    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.149, 0.3]  0    (0.3, 0.45]   1    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","Series([], )","Series([], )",13
130,SASAIMA,21171.285714285714,4.971428571428571,0.6528571428571428,19.642857142857142,0.2742857142857143,1.775714285714286,0.4942857142857143,0.022857142857142857,1.3857142857142857,38.285714285714285,14.714285714285714,148.57142857142858,12.0,5.92857142857143,3.3999999999999995,9.414285714285715,0.26142857142857145,39.285714285714285,28.428571428571427,31.571428571428573,1.8571428571428572,"(4.499, 5.0]  4    (5.0, 5.5]   3    (5.5, 6.0]   0","(0.199, 0.3]  0    (0.3, 0.4]   0    (0.4, 0.5]   1","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   3","(0.199, 0.4]  5    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  3    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  2    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  6    (0.04, 0.06]   0    (0.06, 0.08]   0","(0.399, 0.8]  2    (0.8, 1.2]   1    (1.2, 1.6]   1","Series([], )","(6.999, 14.0]  4    (14.0, 21.0]   2    (21.0, 28.0]   1","(69.999, 140.0]  4    (140.0, 210.0]   3    (210.0, 280.0]   0","Series([], )","(2.999, 6.0]  2    (6.0, 9.0]   5    (9.0, 12.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   1    (9.0, 12.0]   0","(4.999, 10.0]  5    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.149, 0.3]  5    (0.3, 0.45]   2    (0.45, 0.6]   0","Series([], )","(19.999, 25.0]  1    (25.0, 30.0]   5    (30.0, 35.0]   1","(29.999, 40.0]  4    (40.0, 50.0]   0    (50.0, 60.0]   0",2
131,SEVILLA,40400.607142857145,5.3,0.3560714285714287,8.635714285714288,0.18714285714285708,1.5625,0.4492857142857144,0.028214285714285726,0.4000000000000002,25.0,3.7142857142857144,151.10714285714286,28.321428571428573,4.45,3.9535714285714287,8.953571428571427,0.1475,18.0,26.357142857142858,55.75,2.7142857142857144,"(4.499, 5.0]   4    (5.0, 5.5]   20    (5.5, 6.0]    4","(0.199, 0.3]   1    (0.3, 0.4]   21    (0.4, 0.5]    4","(4.999, 10.0]  21    (10.0, 15.0]   4    (15.0, 20.0]   0","(0.199, 0.4]  3    (0.4, 0.6]   2    (0.6, 0.8]   2","(1.499, 3.0]  2    (3.0, 5.0]   3    (5.0, 6.0]   2","(0.599, 1.2]  4    (1.2, 1.8]   2    (1.8, 2.4]   0","(0.019, 0.04]  19    (0.04, 0.06]   4    (0.06, 0.08]   1","(0.399, 0.8]  15    (0.8, 1.2]    0    (1.2, 1.6]    0","(9.999, 15.0]  2    (15.0, 20.0]   2    (20.0, 25.0]   7","(6.999, 14.0]  2    (14.0, 21.0]   0    (21.0, 28.0]   1","(69.999, 140.0]  15    (140.0, 210.0]   8    (210.0, 280.0]   3","(19.999, 40.0]  9    (40.0, 60.0]   2    (60.0, 80.0]   1","(2.999, 6.0]  14    (6.0, 9.0]    4    (9.0, 12.0]   2","(2.999, 6.0]  15    (6.0, 9.0]    3    (9.0, 12.0]   0","(4.999, 10.0]  14    (10.0, 15.0]   2    (15.0, 20.0]   4","(0.149, 0.3]  8    (0.3, 0.45]   3    (0.45, 0.6]   1","(6.999, 14.0]  16    (14.0, 21.0]   7    (21.0, 28.0]   1","(19.999, 25.0]   4    (25.0, 30.0]   18    (30.0, 35.0]    3","(29.999, 40.0]   1    (40.0, 50.0]    5    (50.0, 60.0]   14",7
132,SUPÍA,33486.444444444445,5.022222222222222,0.39444444444444443,9.822222222222223,0.4066666666666667,2.8200000000000003,1.2977777777777777,0.04111111111111111,0.9666666666666668,26.444444444444443,5.555555555555555,226.66666666666666,37.333333333333336,3.3888888888888893,5.233333333333333,9.7,0.3211111111111111,29.77777777777778,30.88888888888889,39.22222222222222,2.888888888888889,"(4.499, 5.0]  5    (5.0, 5.5]   4    (5.5, 6.0]   0","(0.199, 0.3]  1    (0.3, 0.4]   3    (0.4, 0.5]   4","(4.999, 10.0]  4    (10.0, 15.0]   5    (15.0, 20.0]   0","(0.199, 0.4]  2    (0.4, 0.6]   2    (0.6, 0.8]   1","(1.499, 3.0]  2    (3.0, 5.0]   1    (5.0, 6.0]   1","(0.599, 1.2]  3    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  4    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  3    (0.8, 1.2]   1    (1.2, 1.6]   1","(9.999, 15.0]  0    (15.0, 20.0]   2    (20.0, 25.0]   3","(6.999, 14.0]  3    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  2    (140.0, 210.0]   2    (210.0, 280.0]   3","(19.999, 40.0]  3    (40.0, 60.0]   2    (60.0, 80.0]   0","(2.999, 6.0]  6    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   2    (9.0, 12.0]   1","(4.999, 10.0]  1    (10.0, 15.0]   1    (15.0, 20.0]   2","(0.149, 0.3]  2    (0.3, 0.45]   1    (0.45, 0.6]   2","(6.999, 14.0]  0    (14.0, 21.0]   2    (21.0, 28.0]   3","(19.999, 25.0]  1    (25.0, 30.0]   3    (30.0, 35.0]   4","(29.999, 40.0]  3    (40.0, 50.0]   3    (50.0, 60.0]   1",28
133,TABIO,35648.6,4.7,0.6859999999999999,20.68,0.692,2.028,0.6719999999999999,0.036,1.8400000000000003,43.0,9.8,219.0,33.6,5.5,4.5,10.48,0.358,27.4,31.4,41.2,1.8,"(4.499, 5.0]  2    (5.0, 5.5]   1    (5.5, 6.0]   0","Series([], )","(4.999, 10.0]  0    (10.0, 15.0]   0    (15.0, 20.0]   2","(0.199, 0.4]  1    (0.4, 0.6]   0    (0.6, 0.8]   2","(1.499, 3.0]  1    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   1    (1.8, 2.4]   0","(0.019, 0.04]  4    (0.04, 0.06]   1    (0.06, 0.08]   0","(0.399, 0.8]  1    (0.8, 1.2]   0    (1.2, 1.6]   1","Series([], )","(6.999, 14.0]  4    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   3    (210.0, 280.0]   1","(19.999, 40.0]  4    (40.0, 60.0]   1    (60.0, 80.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   2    (9.0, 12.0]   0","(2.999, 6.0]  4    (6.0, 9.0]   0    (9.0, 12.0]   0","(4.999, 10.0]  4    (10.0, 15.0]   0    (15.0, 20.0]   1","(0.149, 0.3]  1    (0.3, 0.45]   2    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   1","(19.999, 25.0]  0    (25.0, 30.0]   3    (30.0, 35.0]   1","(29.999, 40.0]  2    (40.0, 50.0]   3    (50.0, 60.0]   0",9
134,TAME,11834.0,5.2,0.09,1.7,0.06,3.69,0.71,0.05,0.1,7.0,72.0,475.0,38.0,6.7,3.0,1.9,0.24,20.0,56.0,23.0,7.0,"(4.499, 5.0]  0    (5.0, 5.5]   1    (5.5, 6.0]   0","Series([], )","Series([], )","Series([], )","(1.499, 3.0]  0    (3.0, 5.0]   1    (5.0, 6.0]   0","(0.599, 1.2]  1    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","Series([], )","Series([], )","Series([], )","(19.999, 40.0]  1    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  0    (6.0, 9.0]   1    (9.0, 12.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","(0.149, 0.3]  1    (0.3, 0.45]   0    (0.45, 0.6]   0","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","Series([], )","Series([], )",5
135,TIERRALTA,11842.0,6.3,0.25,5.7,0.66,14.64,9.2,0.06,0.1,29.0,10.0,174.0,68.0,5.5,13.3,1.6,0.74,55.0,36.0,9.0,3.0,"Series([], )","(0.199, 0.3]  1    (0.3, 0.4]   0    (0.4, 0.5]   0","(4.999, 10.0]  1    (10.0, 15.0]   0    (15.0, 20.0]   0","(0.199, 0.4]  0    (0.4, 0.6]   0    (0.6, 0.8]   1","Series([], )","Series([], )","(0.019, 0.04]  0    (0.04, 0.06]   1    (0.06, 0.08]   0","Series([], )","Series([], )","(6.999, 14.0]  1    (14.0, 21.0]   0    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   1    (210.0, 280.0]   0","(19.999, 40.0]  0    (40.0, 60.0]   0    (60.0, 80.0]   1","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","Series([], )","Series([], )","Series([], )","Series([], )","Series([], )",1
136,TIMBÍO,12012.333333333334,5.133333333333333,0.5633333333333334,15.433333333333332,0.5766666666666667,1.8099999999999998,0.7433333333333333,0.05333333333333334,1.0333333333333334,26.333333333333332,8.333333333333334,211.66666666666666,25.666666666666668,2.8000000000000003,3.6666666666666665,4.0,0.06666666666666667,30.0,25.333333333333332,45.0,2.0,"(4.499, 5.0]  1    (5.0, 5.5]   2    (5.5, 6.0]   0","Series([], )","(4.999, 10.0]  0    (10.0, 15.0]   1    (15.0, 20.0]   2","(0.199, 0.4]  1    (0.4, 0.6]   1    (0.6, 0.8]   0","(1.499, 3.0]  3    (3.0, 5.0]   0    (5.0, 6.0]   0","(0.599, 1.2]  2    (1.2, 1.8]   0    (1.8, 2.4]   0","(0.019, 0.04]  0    (0.04, 0.06]   0    (0.06, 0.08]   2","(0.399, 0.8]  2    (0.8, 1.2]   0    (1.2, 1.6]   0","(9.999, 15.0]  0    (15.0, 20.0]   0    (20.0, 25.0]   1","(6.999, 14.0]  0    (14.0, 21.0]   1    (21.0, 28.0]   0","(69.999, 140.0]  0    (140.0, 210.0]   2    (210.0, 280.0]   1","(19.999, 40.0]  3    (40.0, 60.0]   0    (60.0, 80.0]   0","(2.999, 6.0]  1    (6.0, 9.0]   0    (9.0, 12.0]   0","(2.999, 6.0]  3    (6.0, 9.0]   0    (9.0, 12.0]   0","Series([], )","Series([], )","(6.999, 14.0]  0    (14.0, 21.0]   0    (21.0, 28.0]   2","(19.999, 25.0]  2    (25.0, 30.0]   1    (30.0, 35.0]   0","(29.999, 40.0]  0    (40.0, 50.0]   3    (50.0, 60.0]   0",1
